"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"11944",36,2284,444,405,4.0526,104500,"INLAND"
"11945",36,2386,396,374,4.5122,113300,"INLAND"
"11946",15,4836,1368,1240,2.1865,129300,"INLAND"
"11947",31,1273,262,254,2.4922,109400,"INLAND"
"11948",34,1577,272,284,4.6327,116000,"INLAND"
"11949",12,3539,869,859,2.1023,103700,"INLAND"
"11950",32,2349,452,425,3.9118,114100,"INLAND"
"11951",30,2992,516,507,3.9128,126900,"INLAND"
"11952",32,1814,320,306,4.1776,118700,"INLAND"
"11953",33,1371,236,227,4.375,129900,"INLAND"
"11954",20,5998,1320,1199,3.2731,113900,"INLAND"
"11955",33,2433,525,517,3.0437,110800,"INLAND"
"11956",29,2320,422,415,3.7333,121400,"INLAND"
"11957",35,2552,588,551,2.2548,113300,"INLAND"
"11958",25,2886,583,577,2.3851,113700,"INLAND"
"11959",32,1263,178,180,3.6667,314100,"INLAND"
"11960",23,4487,754,778,4.2788,148700,"INLAND"
"11961",15,14281,2511,2245,4.3222,138000,"INLAND"
"11962",4,80,10,13,7.7197,193800,"INLAND"
"11963",25,1858,366,331,2.7083,87800,"INLAND"
"11964",34,1231,216,199,2.6442,92000,"INLAND"
"11965",33,3084,570,449,3.05,97800,"INLAND"
"11966",9,5455,882,858,4.2321,162800,"INLAND"
"11967",24,2316,599,532,1.6955,86800,"INLAND"
"11968",31,1192,307,283,2.0742,76200,"INLAND"
"11969",38,2228,571,530,1.9052,83400,"INLAND"
"11970",21,2634,421,406,4.2589,152200,"INLAND"
"11971",16,10072,2043,1909,3.0606,119500,"INLAND"
"11972",26,3042,598,551,2.76,95200,"INLAND"
"11973",34,2101,426,377,3.0909,98300,"INLAND"
"11974",26,2372,621,612,1.4719,88600,"INLAND"
"11975",32,1617,346,385,3.016,96600,"INLAND"
"11976",18,3307,547,457,4.566,116900,"INLAND"
"11977",12,9966,1517,1492,4.5625,171300,"INLAND"
"11978",15,1929,317,316,4.4063,128500,"INLAND"
"11979",21,2050,392,336,4.84,116400,"INLAND"
"11980",20,2451,475,456,3.3966,115000,"INLAND"
"11981",17,2727,462,448,4.8371,160600,"INLAND"
"11982",21,2394,416,381,4.2099,138700,"INLAND"
"11983",8,12106,1913,1717,4.9886,158100,"INLAND"
"11984",23,2000,376,388,4.369,121100,"INLAND"
"11985",35,2051,427,425,3.6711,108200,"INLAND"
"11986",21,3736,738,640,4.4545,142400,"INLAND"
"11987",24,7779,1835,1765,2.1764,135300,"INLAND"
"11988",12,6751,1153,1134,3.8529,145500,"INLAND"
"11989",36,3791,746,672,3.2067,124700,"INLAND"
"11990",14,13562,2057,2086,5.2759,182900,"INLAND"
"11991",34,1293,215,217,3.8906,141000,"INLAND"
"11992",29,1430,273,283,4.0833,141000,"INLAND"
"11993",35,352,62,57,3.6691,137500,"INLAND"
"11994",19,256,34,28,5.3269,375000,"INLAND"
"11995",26,2925,575,501,3.1859,153100,"INLAND"
"11996",17,3583,700,719,2.6979,75000,"INLAND"
"11997",21,5675,935,865,4.2263,203200,"INLAND"
"11998",30,5398,926,864,4.4762,163900,"INLAND"
"11999",29,266,42,40,1.625,164300,"INLAND"
"12000",6,575,73,88,7.0215,257100,"INLAND"
"12001",3,1240,151,146,7.5408,271900,"INLAND"
"12002",17,3196,444,462,5.9333,229400,"INLAND"
"12003",7,10223,1491,1509,5.4872,203400,"INLAND"
"12004",7,3797,850,720,3.5525,137600,"INLAND"
"12005",16,693,185,176,2.3417,191700,"INLAND"
"12006",25,2999,439,458,5.6973,164800,"INLAND"
"12007",2,17978,3217,2463,5.1695,220800,"INLAND"
"12008",15,1864,271,288,7.2379,251000,"INLAND"
"12009",25,5187,934,860,4.1865,154300,"INLAND"
"12010",24,2807,501,509,4.8167,163300,"INLAND"
"12011",21,1839,324,307,3.4459,198800,"INLAND"
"12012",12,2290,319,228,6.1561,233500,"INLAND"
"12013",16,4157,586,594,6.155,246400,"INLAND"
"12014",22,2620,396,362,5.3735,214600,"INLAND"
"12015",17,338,47,46,7.8118,244200,"INLAND"
"12016",19,4741,835,796,4.3723,135600,"INLAND"
"12017",17,5364,1020,936,3.2857,139100,"INLAND"
"12018",31,2529,513,426,2.9821,115600,"INLAND"
"12019",28,2101,337,348,4.55,146800,"INLAND"
"12020",12,9016,1486,1457,4.9984,169100,"INLAND"
"12021",34,1565,296,328,3.6979,99600,"INLAND"
"12022",15,6248,1249,1128,4.1264,124600,"INLAND"
"12023",12,7923,1470,1385,4.2985,139200,"INLAND"
"12024",29,932,153,172,4.8214,143400,"INLAND"
"12025",26,2481,620,552,1.7059,85800,"INLAND"
"12026",34,559,139,137,3.0687,88500,"INLAND"
"12027",19,1891,465,416,2.7813,112900,"INLAND"
"12028",29,1625,336,320,3.1985,117300,"INLAND"
"12029",28,2787,490,467,4.0256,127100,"INLAND"
"12030",16,4112,880,857,3.0122,114700,"INLAND"
"12031",19,4780,861,766,3.7431,132800,"INLAND"
"12032",21,713,142,142,3.5208,121100,"INLAND"
"12033",33,919,208,235,3.4028,110500,"INLAND"
"12034",34,2086,417,395,3.2311,105600,"INLAND"
"12035",35,1566,294,279,3.5227,105400,"INLAND"
"12036",31,2191,459,450,2.6776,122000,"INLAND"
"12037",18,3869,773,726,3.6583,126100,"INLAND"
"12038",26,2970,576,558,3.9522,124600,"INLAND"
"12039",21,3491,760,669,2.2241,127300,"INLAND"
"12040",10,9738,2130,1840,3.3187,144800,"INLAND"
"12041",14,10395,1799,1855,4.7295,149900,"INLAND"
"12042",7,10235,2238,2094,3.6071,159100,"INLAND"
"12043",22,3611,666,649,4.2207,141100,"INLAND"
"12044",5,2589,351,360,6.8089,334100,"INLAND"
"12045",16,5418,1005,1088,4.0556,158000,"INLAND"
"12046",24,3044,602,564,4.131,123800,"INLAND"
"12047",21,722,178,165,2.5656,102500,"INLAND"
"12048",22,2855,667,624,3.1312,91000,"INLAND"
"12049",4,6755,1017,850,5.0493,239800,"INLAND"
"12050",36,838,210,180,2.4861,96200,"INLAND"
"12051",14,1731,404,351,2.3654,107900,"INLAND"
"12052",19,2472,618,610,2.2372,108800,"INLAND"
"12053",33,2076,517,480,2.2197,138200,"INLAND"
"12054",40,1196,294,258,2.0682,113000,"INLAND"
"12055",35,1755,446,428,2.316,119400,"INLAND"
"12056",39,679,164,179,2.3036,110600,"INLAND"
"12057",42,765,171,177,1.6875,113500,"INLAND"
"12058",7,3586,959,877,2.4387,117000,"INLAND"
"12059",13,3239,849,813,2.6111,107000,"INLAND"
"12060",16,1739,478,420,2.2969,116100,"INLAND"
"12061",37,621,156,135,2.3333,122800,"INLAND"
"12062",27,1786,287,278,5.1929,165000,"INLAND"
"12063",17,2772,449,461,5.0464,163900,"INLAND"
"12064",30,701,131,125,3.2917,144300,"INLAND"
"12065",34,1511,272,265,3.5313,142100,"INLAND"
"12066",4,8207,1373,1304,4.8686,195300,"INLAND"
"12067",28,895,127,115,5.4788,339300,"INLAND"
"12068",6,16431,2640,2553,5.2861,195100,"INLAND"
"12069",6,202,29,28,4.125,216700,"INLAND"
"12070",6,502,76,65,4.2386,500001,"INLAND"
"12071",9,6538,955,892,5.3006,221400,"<1H OCEAN"
"12072",25,6964,1066,1036,5.2898,177100,"INLAND"
"12073",18,8136,1584,1516,3.9414,137100,"INLAND"
"12074",13,8010,1366,1309,5.536,204800,"<1H OCEAN"
"12075",18,6450,1165,1113,4.2721,150300,"INLAND"
"12076",23,2949,473,477,5.195,161000,"INLAND"
"12077",15,7626,1570,1415,3.4419,138100,"INLAND"
"12078",2,17470,2727,1985,6.2308,257900,"<1H OCEAN"
"12079",20,688,146,144,3.55,111000,"INLAND"
"12080",22,2397,400,403,4.46,189800,"INLAND"
"12081",7,2191,324,310,5.5362,195600,"INLAND"
"12082",5,5846,1035,1001,4.7965,160800,"<1H OCEAN"
"12083",14,3776,580,559,5.1365,215000,"INLAND"
"12084",15,2857,421,382,4.6875,189800,"INLAND"
"12085",2,12837,1842,1453,5.1512,187800,"INLAND"
"12086",17,2678,394,367,5.363,211300,"INLAND"
"12087",12,3964,524,549,5.1624,267900,"INLAND"
"12088",10,5600,848,788,5.0346,240500,"INLAND"
"12089",16,1171,235,216,3.1103,110000,"INLAND"
"12090",14,2300,335,311,5.1045,161300,"INLAND"
"12091",15,3991,751,657,2.9542,127900,"INLAND"
"12092",16,3498,702,672,2.3229,118000,"INLAND"
"12093",13,4770,718,662,4.2273,295200,"INLAND"
"12094",8,1954,330,321,4.4875,249100,"INLAND"
"12095",9,7538,1125,1077,5.4625,223600,"INLAND"
"12096",12,1159,209,159,2.7232,123200,"INLAND"
"12097",15,826,138,134,4.8125,173900,"INLAND"
"12098",33,6982,1371,1195,2.5379,152700,"INLAND"
"12099",15,6437,1298,1205,4.1883,184500,"INLAND"
"12100",19,3216,666,629,3.7585,144500,"INLAND"
"12101",20,4589,594,595,7.4141,236500,"INLAND"
"12103",7,11232,1791,1644,5.2713,216500,"INLAND"
"12104",52,1417,353,300,1.9531,162500,"INLAND"
"12105",8,152,19,20,1.625,162500,"INLAND"
"12106",27,321,64,67,3.175,101600,"INLAND"
"12107",10,17286,4952,4616,1.7579,103400,"INLAND"
"12108",27,5464,850,836,4.711,133500,"INLAND"
"12109",28,3420,691,656,3.4896,140300,"INLAND"
"12110",4,18767,3032,2723,4.6667,160600,"INLAND"
"12111",23,3707,769,658,2.725,95300,"INLAND"
"12112",28,2683,708,636,2.275,85400,"INLAND"
"12113",23,3021,527,533,4.4063,129900,"INLAND"
"12114",11,6617,1118,1087,4.7877,132600,"INLAND"
"12115",7,13195,2696,2437,3.5851,142000,"INLAND"
"12116",5,13096,2208,2180,4.2775,138700,"INLAND"
"12117",5,9179,1361,1294,5.253,163300,"INLAND"
"12118",5,8403,1240,1150,5.2174,155500,"INLAND"
"12119",5,4873,639,568,6.3223,223200,"INLAND"
"12120",3,18356,2537,2342,5.6409,197700,"INLAND"
"12121",10,972,212,219,1.3125,135700,"INLAND"
"12122",35,3623,841,766,2.1574,86900,"INLAND"
"12123",13,8443,1744,1470,3.0907,127200,"INLAND"
"12124",2,337,55,49,3.1042,164800,"INLAND"
"12125",15,1569,423,369,1.6111,113900,"INLAND"
"12126",12,7105,1447,1333,3.2705,113200,"INLAND"
"12127",8,10110,1761,1703,4.2654,137600,"INLAND"
"12128",7,9812,1914,1729,4.1482,124600,"INLAND"
"12129",9,11654,2100,2127,4.0473,127200,"INLAND"
"12130",5,11775,2031,1911,4.1953,136600,"INLAND"
"12131",8,2405,537,517,3.0789,114200,"INLAND"
"12132",14,5104,1026,972,3.2148,117000,"INLAND"
"12133",5,16884,2865,2688,4.0938,130900,"INLAND"
"12134",4,10002,1468,1397,5.0223,152600,"INLAND"
"12135",12,3236,502,502,4.7568,143500,"INLAND"
"12136",8,8302,1461,1370,4.0467,121500,"INLAND"
"12137",4,1611,239,84,3.5781,244400,"INLAND"
"12138",3,21060,3366,2812,4.189,143000,"INLAND"
"12139",16,56,7,14,2.625,500001,"INLAND"
"12140",8,1031,201,179,2.8194,136300,"INLAND"
"12141",7,77,12,15,4.6,187500,"INLAND"
"12142",14,1265,230,173,3.6618,161300,"INLAND"
"12143",2,1424,251,192,4.0833,1e+05,"INLAND"
"12144",2,4198,805,673,3.9052,122100,"INLAND"
"12145",4,9911,1946,1661,3.4237,113700,"INLAND"
"12146",16,8476,1758,1427,2.1848,97900,"<1H OCEAN"
"12147",8,5528,1073,918,2.5335,110100,"<1H OCEAN"
"12148",16,5373,1079,933,1.9912,98600,"<1H OCEAN"
"12149",24,4210,920,829,2.0881,83300,"<1H OCEAN"
"12150",23,6323,1196,1124,2.3276,92400,"<1H OCEAN"
"12151",24,5783,1256,1151,1.9014,83500,"<1H OCEAN"
"12152",3,6484,1037,1074,4.5881,136400,"<1H OCEAN"
"12153",8,26322,4072,3361,5.3238,228900,"<1H OCEAN"
"12154",10,5156,941,747,3.58,113400,"<1H OCEAN"
"12155",10,3659,650,515,3.8869,125900,"<1H OCEAN"
"12156",12,1869,356,323,3.125,117200,"<1H OCEAN"
"12157",2,7401,1187,839,4.1386,177300,"<1H OCEAN"
"12158",11,939,187,190,2.375,145800,"INLAND"
"12159",14,2715,500,464,3.8036,139600,"INLAND"
"12160",13,1914,339,304,4.1875,161200,"INLAND"
"12161",6,1771,293,279,4.065,148200,"INLAND"
"12162",7,1697,424,354,1.3417,169300,"INLAND"
"12163",17,4174,851,780,2.2618,96100,"INLAND"
"12164",11,4934,929,840,2.625,155400,"INLAND"
"12165",7,1810,386,355,2.5221,109200,"<1H OCEAN"
"12166",17,2813,565,488,2.5847,145300,"INLAND"
"12167",13,4496,756,695,3.2778,148800,"INLAND"
"12168",3,5284,920,729,4.0717,126500,"INLAND"
"12169",13,1974,426,408,1.972,90500,"INLAND"
"12170",16,4928,960,853,2.7983,112500,"INLAND"
"12171",18,4799,1035,944,2.1182,71300,"INLAND"
"12172",2,6305,1265,1152,3.1319,111500,"INLAND"
"12173",10,2381,454,477,2.6322,140700,"INLAND"
"12174",17,3318,759,673,2.2969,89300,"INLAND"
"12175",23,3465,703,607,1.9767,81500,"INLAND"
"12176",5,2108,496,461,2,83000,"INLAND"
"12177",15,4173,804,713,2.4662,118300,"INLAND"
"12178",11,3196,576,552,4.0982,173300,"INLAND"
"12179",22,4249,922,846,2.1549,146500,"INLAND"
"12180",9,6907,1379,1290,2.8401,104200,"INLAND"
"12181",19,3173,678,606,2.1484,129200,"<1H OCEAN"
"12182",16,2876,576,545,2.0878,101300,"<1H OCEAN"
"12183",19,2248,427,368,2.817,110000,"<1H OCEAN"
"12184",11,1161,235,210,2.1667,114600,"<1H OCEAN"
"12185",5,6529,997,1006,5.3275,168700,"<1H OCEAN"
"12186",8,4345,865,785,3.2481,123800,"<1H OCEAN"
"12187",10,2591,486,425,3.1513,154300,"<1H OCEAN"
"12188",9,981,169,156,3.1832,157400,"<1H OCEAN"
"12189",11,1229,236,190,3.102,111300,"<1H OCEAN"
"12190",27,4376,1003,870,1.9194,100600,"<1H OCEAN"
"12191",10,516,107,96,4.2788,125000,"<1H OCEAN"
"12192",9,13288,2728,2350,3.375,131800,"<1H OCEAN"
"12193",17,10145,2306,1749,2.2423,132600,"<1H OCEAN"
"12194",23,6859,1535,1351,2.5395,109200,"<1H OCEAN"
"12195",7,16010,2726,2426,3.8056,162200,"<1H OCEAN"
"12196",15,4573,928,832,2.6949,163600,"<1H OCEAN"
"12197",8,446,62,68,9.4356,465600,"<1H OCEAN"
"12198",10,4097,813,731,3.2258,159300,"<1H OCEAN"
"12199",10,1652,316,233,3.5125,155600,"<1H OCEAN"
"12200",12,1481,265,243,3.235,210700,"<1H OCEAN"
"12201",7,7722,1324,1161,3.6273,150900,"<1H OCEAN"
"12202",2,30450,5033,3197,4.5936,174300,"<1H OCEAN"
"12203",3,2744,428,366,4.7944,215300,"<1H OCEAN"
"12204",2,2569,431,388,4.3651,145600,"<1H OCEAN"
"12205",2,20391,3245,2716,3.9443,187300,"<1H OCEAN"
"12206",4,4952,1000,943,3.7538,147500,"<1H OCEAN"
"12207",5,3471,530,502,4.8083,347700,"<1H OCEAN"
"12208",9,2802,471,421,4.125,392100,"INLAND"
"12209",6,1868,289,247,4.3833,307600,"<1H OCEAN"
"12210",7,1972,352,317,3.244,337200,"INLAND"
"12211",8,1003,167,140,4.2917,221900,"INLAND"
"12212",5,1585,247,181,6.9136,493300,"<1H OCEAN"
"12213",6,108,18,17,3.475,187500,"<1H OCEAN"
"12214",13,270,42,42,6.993,500001,"<1H OCEAN"
"12215",4,21988,4055,3252,3.9963,191100,"<1H OCEAN"
"12216",4,30401,4957,4339,4.5841,212300,"<1H OCEAN"
"12217",4,9089,1413,1243,4.6904,174200,"<1H OCEAN"
"12218",13,1614,410,270,2.83,43000,"<1H OCEAN"
"12219",6,13724,2269,1986,3.9617,183000,"<1H OCEAN"
"12220",4,6112,890,712,5.5351,429000,"<1H OCEAN"
"12221",4,966,133,92,5.2066,500001,"<1H OCEAN"
"12222",6,8278,1579,1446,3.0043,134700,"INLAND"
"12223",19,6807,1164,1055,3.1591,189700,"INLAND"
"12224",15,2094,316,277,5.3623,201300,"INLAND"
"12225",11,1183,178,147,4.4792,173900,"INLAND"
"12226",15,652,149,97,2.1071,93800,"INLAND"
"12227",18,397,89,80,2.8125,143800,"INLAND"
"12228",13,16148,3474,3232,1.9961,97800,"INLAND"
"12229",14,2281,426,430,2.3712,127900,"INLAND"
"12230",19,2238,573,507,2.0714,85800,"INLAND"
"12231",23,4676,1096,1057,1.7847,109500,"INLAND"
"12232",14,6027,1148,1036,2.964,121500,"INLAND"
"12233",15,3757,666,654,3.6806,112800,"INLAND"
"12234",20,2233,431,399,2.4554,89400,"INLAND"
"12235",20,4735,973,904,3.069,87000,"INLAND"
"12236",21,4587,810,765,3.2371,94500,"INLAND"
"12237",18,1996,405,400,2.7083,91200,"INLAND"
"12238",19,2901,445,475,4.6406,118900,"INLAND"
"12239",17,5160,851,781,3.7175,120000,"INLAND"
"12240",13,3603,573,515,4.0433,132300,"INLAND"
"12241",35,3269,757,705,2.5898,76300,"INLAND"
"12242",31,2712,628,629,1.942,86200,"INLAND"
"12243",22,3740,965,824,1.3039,77500,"INLAND"
"12244",18,9601,2401,2106,1.4366,77000,"INLAND"
"12245",25,4952,1062,1024,1.8446,85700,"INLAND"
"12246",20,3674,792,758,2.2161,76900,"INLAND"
"12247",19,3649,755,696,2.2115,87600,"INLAND"
"12248",14,7240,1410,1240,2.4145,137600,"INLAND"
"12249",15,2873,903,659,1.8015,105100,"INLAND"
"12250",10,6890,1702,1451,1.7079,95900,"INLAND"
"12251",12,5829,1309,1118,1.9707,107900,"INLAND"
"12252",12,7626,1704,1554,2.1722,69400,"INLAND"
"12253",8,5330,1529,1107,2.1103,94400,"INLAND"
"12254",14,3700,750,695,1.9476,112500,"INLAND"
"12255",7,10352,2007,1689,2.2925,113100,"INLAND"
"12256",20,1317,203,158,2.8393,120700,"INLAND"
"12257",15,2228,472,350,2.683,139300,"INLAND"
"12258",10,6317,1335,1094,2.3,108900,"INLAND"
"12259",8,10997,2205,1949,2.1979,95300,"INLAND"
"12260",20,2399,546,542,1.8845,77700,"INLAND"
"12261",21,2990,691,660,2.0135,83000,"INLAND"
"12262",24,2680,606,527,2.535,74800,"INLAND"
"12263",24,3409,804,739,1.7303,74000,"INLAND"
"12264",12,701,130,110,2.0577,56700,"INLAND"
"12265",5,4116,761,717,2.5612,130800,"INLAND"
"12266",20,3111,623,508,1.5982,140000,"INLAND"
"12267",23,2719,538,485,2.0154,81700,"INLAND"
"12268",13,10886,2127,1955,2.3169,123400,"INLAND"
"12269",13,2604,443,417,2.933,170700,"INLAND"
"12270",25,3750,781,785,2.4167,104900,"INLAND"
"12271",33,1575,326,282,2.5357,94400,"INLAND"
"12272",21,4624,852,812,3.5255,132100,"INLAND"
"12273",22,4227,658,619,4.7356,195900,"INLAND"
"12274",18,4775,886,836,2.3355,118800,"INLAND"
"12275",14,5320,974,843,3.1393,116300,"INLAND"
"12276",12,5876,1222,1151,2.4322,112100,"INLAND"
"12277",25,1254,312,301,2.7344,149000,"INLAND"
"12278",5,1822,367,313,2.8783,105200,"INLAND"
"12279",6,78,11,10,3.125,187500,"INLAND"
"12280",22,1999,497,479,1.4063,81900,"INLAND"
"12281",26,503,69,59,3.7083,147500,"INLAND"
"12282",11,658,131,120,2.3977,58000,"INLAND"
"12283",16,319,68,67,1.4688,90000,"INLAND"
"12284",19,2307,525,437,1.6875,63000,"INLAND"
"12285",17,2009,469,381,1.3286,81800,"INLAND"
"12286",2,6900,1238,980,3.0417,146300,"INLAND"
"12287",1,6,2,2,1.625,55000,"INLAND"
"12288",18,521,118,74,2.7788,91100,"INLAND"
"12289",27,3459,640,654,3.4545,89800,"INLAND"
"12290",40,2277,498,453,1.9472,73200,"INLAND"
"12291",29,3197,632,603,3.0432,91200,"INLAND"
"12292",29,2793,722,626,1.424,73200,"INLAND"
"12293",33,376,83,88,2.1581,68300,"INLAND"
"12294",30,3915,672,643,3.6339,98600,"INLAND"
"12295",13,7804,1594,1469,2.0549,95600,"INLAND"
"12296",29,4549,916,912,2.0976,72600,"INLAND"
"12297",37,1495,429,342,1.2188,55000,"INLAND"
"12298",34,3183,738,647,2.2321,71800,"INLAND"
"12299",18,553,100,82,5.5,193800,"INLAND"
"12300",35,4448,906,843,2.218,73400,"INLAND"
"12301",32,3141,812,721,1.4556,54600,"INLAND"
"12302",37,1858,361,310,2.7536,73100,"INLAND"
"12303",10,2653,621,598,2.6643,81000,"INLAND"
"12304",16,5277,1070,276,3.3333,143400,"INLAND"
"12305",35,324,63,39,3.4167,1e+05,"INLAND"
"12306",25,10665,2161,852,3.0625,150500,"INLAND"
"12307",21,3460,711,255,3.5882,161100,"INLAND"
"12308",11,2385,661,242,2.9141,214300,"INLAND"
"12309",3,830,145,104,3.8281,163500,"INLAND"
"12310",14,1016,219,169,2.8071,137500,"INLAND"
"12311",12,1153,265,195,3.038,128100,"INLAND"
"12312",13,3166,682,475,2.355,122900,"INLAND"
"12313",8,1294,272,199,2.9167,115300,"INLAND"
"12314",10,489,82,74,6.2702,345500,"INLAND"
"12315",6,1251,268,216,3.0694,173400,"INLAND"
"12316",26,186,48,39,2.5625,103100,"INLAND"
"12317",16,3730,827,592,2.183,113500,"INLAND"
"12318",13,1187,255,179,1.9107,155700,"INLAND"
"12319",15,11115,2257,1653,2.7219,74400,"INLAND"
"12320",12,549,109,90,3.0208,66300,"INLAND"
"12321",21,1284,306,233,1.95,61000,"INLAND"
"12322",35,321,71,61,2.8056,68100,"INLAND"
"12323",29,551,166,107,1.1917,50000,"INLAND"
"12324",20,260,67,50,3.5208,76600,"INLAND"
"12325",17,5293,1266,599,1.6849,88400,"INLAND"
"12326",11,12557,3098,1232,1.7844,78500,"INLAND"
"12327",13,3921,754,665,3.3616,89600,"INLAND"
"12328",16,4913,1395,1132,1.4665,61100,"INLAND"
"12329",18,2990,648,532,2.625,68200,"INLAND"
"12330",10,7249,1882,1621,1.6983,66600,"INLAND"
"12331",12,3369,780,584,1.7388,66000,"INLAND"
"12332",11,1381,300,248,2.3382,89400,"INLAND"
"12333",18,2233,471,388,3.2578,85200,"INLAND"
"12334",10,3254,913,486,1.8,81000,"INLAND"
"12335",5,4332,868,567,4.0417,146400,"INLAND"
"12336",16,980,193,185,4.0729,1e+05,"INLAND"
"12337",22,1540,364,268,1.5227,71000,"INLAND"
"12338",17,4465,859,445,3.6875,130400,"INLAND"
"12339",16,3648,1035,581,1.9167,70400,"INLAND"
"12340",18,7962,1652,921,3.3897,230200,"INLAND"
"12341",16,10077,2186,1337,2.9647,110900,"INLAND"
"12342",28,2992,562,346,5.7613,500001,"INLAND"
"12343",28,8399,1839,1340,2.5885,159000,"INLAND"
"12344",13,7559,1444,1105,3.4886,112500,"INLAND"
"12345",16,343,85,14,2.1042,87500,"INLAND"
"12346",27,3316,636,532,2.9569,65900,"INLAND"
"12347",21,10227,2315,1734,2.5212,145200,"INLAND"
"12348",12,9482,2501,1300,1.5595,115600,"INLAND"
"12349",36,1765,399,264,2.6083,321900,"INLAND"
"12350",15,3004,615,210,3.6667,90000,"INLAND"
"12351",26,5032,1229,1183,2.5399,94800,"INLAND"
"12352",12,12396,2552,1265,3.4394,162200,"INLAND"
"12353",31,6814,1714,1341,2.1176,124100,"INLAND"
"12354",24,6087,1217,833,3.1493,199400,"INLAND"
"12355",13,8789,1875,688,3.7396,148900,"INLAND"
"12356",22,6050,1387,890,2.2216,183900,"INLAND"
"12357",25,2616,547,343,3.1364,301600,"INLAND"
"12358",20,4810,1074,740,2.25,248100,"INLAND"
"12359",18,9374,1780,919,3.9737,235600,"INLAND"
"12360",18,2547,463,214,2.5489,220500,"INLAND"
"12361",5,4423,763,667,4.6855,125200,"INLAND"
"12362",5,5480,1371,485,1.7204,137500,"INLAND"
"12363",14,9425,2020,1000,2.6298,145200,"INLAND"
"12364",3,9169,1512,1270,4.3111,142500,"INLAND"
"12365",6,4863,920,828,3.9508,104200,"INLAND"
"12366",7,10105,2481,2095,2.4497,90900,"INLAND"
"12367",10,6960,1487,661,2.1411,136400,"INLAND"
"12368",8,6710,1343,781,3.5223,115100,"INLAND"
"12369",12,7095,1260,570,4.9444,285000,"INLAND"
"12370",17,4293,712,464,6.1437,232100,"INLAND"
"12371",16,5228,992,639,3.0859,134600,"INLAND"
"12372",14,16921,2837,1262,7.6281,341700,"INLAND"
"12373",8,3059,500,208,6.8729,259200,"INLAND"
"12374",9,5534,1206,1008,3.6161,99100,"INLAND"
"12375",6,24121,4522,2221,3.3799,239300,"INLAND"
"12376",7,17579,3479,1820,4.084,194500,"INLAND"
"12377",5,19107,3923,1376,4.036,158500,"INLAND"
"12378",19,12467,2508,1761,3.2846,131900,"INLAND"
"12379",25,1137,414,240,1.3801,55000,"INLAND"
"12380",33,2565,745,638,2.5477,83000,"INLAND"
"12381",26,4300,767,669,4.4107,122500,"INLAND"
"12382",27,1781,441,340,3.3162,113600,"INLAND"
"12383",10,11836,2405,1570,4.0079,134500,"INLAND"
"12384",17,8626,1859,1337,3.312,121300,"INLAND"
"12385",19,7646,1618,1075,3.5569,128000,"INLAND"
"12386",17,12509,2460,1423,4.5556,258100,"INLAND"
"12387",10,11659,2007,1083,6.9833,238800,"INLAND"
"12388",19,6190,1355,1043,3.0021,152300,"INLAND"
"12389",18,4872,1110,656,2.2439,97500,"INLAND"
"12390",24,2596,438,237,3.7727,500001,"INLAND"
"12391",5,846,249,67,7.9885,403300,"INLAND"
"12392",25,2475,476,387,3.3639,168800,"INLAND"
"12393",17,4289,893,440,2.4659,177800,"INLAND"
"12394",15,3895,782,529,2.2208,138300,"INLAND"
"12395",7,8806,1542,448,7.8005,318100,"INLAND"
"12396",11,12327,2000,1139,7.4382,353100,"INLAND"
"12397",12,5048,842,391,5.6918,231300,"INLAND"
"12398",10,2387,481,304,2.8882,137500,"INLAND"
"12399",15,2214,410,350,2.9187,93400,"INLAND"
"12400",11,4686,851,731,3.3333,91800,"INLAND"
"12401",7,4497,831,713,3.6354,98000,"INLAND"
"12402",8,3079,558,474,4.5938,102600,"INLAND"
"12403",10,9404,1827,1283,3.1086,105800,"INLAND"
"12404",5,1664,444,374,2.7667,92900,"INLAND"
"12405",9,3861,849,401,3.2833,124700,"INLAND"
"12406",9,1961,595,275,3.8125,96700,"INLAND"
"12407",6,12991,2555,1926,4.7195,199300,"INLAND"
"12408",5,3584,760,470,3.1771,167400,"INLAND"
"12409",24,880,187,169,3.4583,67500,"INLAND"
"12410",33,278,91,81,2.025,50000,"INLAND"
"12411",25,5236,1039,935,3.775,93400,"INLAND"
"12412",10,9033,2224,1845,2.7598,95000,"INLAND"
"12413",14,2774,566,505,3.0682,104100,"INLAND"
"12414",26,4120,858,815,3.3107,69400,"INLAND"
"12415",22,894,231,202,3.0673,68200,"INLAND"
"12416",28,2488,714,676,2.3169,68900,"INLAND"
"12417",38,1695,352,305,2.1217,68500,"INLAND"
"12418",29,1133,221,239,2.8648,72100,"INLAND"
"12419",19,3114,787,772,1.7083,82200,"INLAND"
"12420",28,826,258,245,1.7172,58800,"INLAND"
"12421",26,2399,625,535,2.2989,60600,"INLAND"
"12422",32,4981,1326,1186,1.7805,76900,"INLAND"
"12423",17,4874,1349,1243,2.444,90000,"INLAND"
"12424",22,197,54,70,2.9286,112500,"INLAND"
"12425",20,1273,354,355,2.0871,84700,"INLAND"
"12426",10,1711,499,443,1.6557,65400,"INLAND"
"12427",23,1152,273,235,2.5,96300,"INLAND"
"12428",19,1596,295,282,3.8846,100900,"INLAND"
"12429",34,584,176,166,1.5809,1e+05,"INLAND"
